transaction_id,store_id,fecha,mes,dia_semana,hora,ubicacion_tienda,tipo_zona,producto,categoria_producto,precio_unitario,tipo_promocion,clima,cantidad_vendida,prediccion
T05092,S007,2023-06-12,6,Monday,10,Lima,Comercial,Jabon,Aseo,4.5,Ninguno,Lluvioso,3,3.069913115339393
T03721,S006,2023-11-22,11,Wednesday,12,Cusco,Residencial,Gatorade,Bebidas,4.0,Ninguno,Soleado,4,3.069913115339393
T02424,S006,2023-10-31,10,Tuesday,18,Cusco,Comercial,Pilsen,Alcohol,6.0,Ninguno,Soleado,2,3.069913115339393
T00750,S001,2023-04-05,4,Wednesday,18,Huancayo,Residencial,Chocolate,Snacks,4.0,Ninguno,Nublado,1,3.069913115339393
T05271,S008,2023-12-19,12,Tuesday,18,Cusco,Comercial,Hot Dog,Comidas,7.5,Ninguno,Nublado,2,3.069913115339393
T02374,S006,2023-09-17,9,Sunday,18,Piura,Mixta,Ibuprofeno,Farmacia,6.0,2x1,Nublado,2,3.6395364220811572
T04694,S008,2023-01-06,1,Friday,18,Lima,Comercial,Gatorade,Bebidas,4.0,Ninguno,Soleado,2,3.069913115339393
T09878,S003,2023-04-29,4,Saturday,19,Huancayo,Mixta,Pilsen,Alcohol,6.0,Ninguno,Soleado,5,3.069913115339393
T08371,S008,2023-12-06,12,Wednesday,12,Lima,Residencial,Pilsen,Alcohol,6.0,Combo,Soleado,3,3.1299790404551886
T07320,S004,2023-12-31,12,Sunday,16,Trujillo,Comercial,Gatorade,Bebidas,4.0,2x1,Nublado,4,3.6395364220811572
T04369,S001,2023-07-29,7,Saturday,17,Huancayo,Residencial,Sandwich,Comidas,8.0,Ninguno,Lluvioso,5,3.069913115339393
T06786,S007,2023-08-15,8,Tuesday,12,Cusco,Comercial,Inca Kola 500ml,Bebidas,3.2,Combo,Lluvioso,5,3.1299790404551886
T07402,S010,2023-04-21,4,Friday,12,Piura,Residencial,Lays,Snacks,4.2,Ninguno,Lluvioso,5,3.069913115339393
T01139,S008,2023-07-08,7,Saturday,11,Piura,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,2,3.069913115339393
T07632,S008,2023-12-05,12,Tuesday,15,Huancayo,Residencial,Cristal,Alcohol,5.5,Descuento,Lluvioso,3,2.9342250040212243
T02232,S001,2023-08-16,8,Wednesday,14,Arequipa,Mixta,Cristal,Alcohol,5.5,Ninguno,Nublado,2,3.069913115339393
T02165,S001,2023-12-31,12,Sunday,13,Lima,Residencial,Jabon,Aseo,4.5,Ninguno,Soleado,1,3.069913115339393
T05217,S008,2023-04-05,4,Wednesday,19,Cusco,Mixta,Coca Cola 500ml,Bebidas,3.5,Ninguno,Nublado,1,3.069913115339393
T09445,S005,2023-10-20,10,Friday,22,Piura,Residencial,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,2,3.069913115339393
T09238,S004,2024-01-01,1,Monday,20,Trujillo,Mixta,Gatorade,Bebidas,4.0,Ninguno,Soleado,2,3.069913115339393
T04562,S009,2023-05-04,5,Thursday,8,Cusco,Mixta,Cristal,Alcohol,5.5,Ninguno,Soleado,1,3.069913115339393
T01571,S004,2023-07-24,7,Monday,20,Trujillo,Residencial,Pilsen,Alcohol,6.0,Combo,Soleado,4,3.1299790404551886
T00173,S005,2023-04-09,4,Sunday,14,Lima,Mixta,Hot Dog,Comidas,7.5,Ninguno,Lluvioso,6,3.069913115339393
T07164,S009,2023-08-26,8,Saturday,21,Lima,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,2,3.069913115339393
T02088,S002,2023-10-21,10,Saturday,7,Arequipa,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,2,3.069913115339393
T04668,S001,2023-05-11,5,Thursday,10,Lima,Residencial,Cristal,Alcohol,5.5,2x1,Lluvioso,5,3.6395364220811572
T04566,S010,2023-01-07,1,Saturday,8,Huancayo,Residencial,Shampoo,Aseo,12.0,Ninguno,Soleado,3,3.069913115339393
T07090,S001,2023-10-15,10,Sunday,14,Huancayo,Residencial,Chocolate,Snacks,4.0,Ninguno,Lluvioso,3,3.069913115339393
T06570,S006,2023-06-02,6,Friday,12,Trujillo,Mixta,Inca Kola 500ml,Bebidas,3.2,Descuento,Nublado,4,2.889802728593362
T04784,S006,2023-10-13,10,Friday,12,Arequipa,Residencial,Hot Dog,Comidas,7.5,Ninguno,Lluvioso,3,3.069913115339393
T02685,S008,2023-08-06,8,Sunday,14,Huancayo,Comercial,Cristal,Alcohol,5.5,Ninguno,Lluvioso,3,3.069913115339393
T01833,S006,2023-08-01,8,Tuesday,9,Piura,Residencial,Lays,Snacks,4.2,Descuento,Soleado,4,2.855008734179954
T08547,S003,2023-02-01,2,Wednesday,18,Arequipa,Residencial,Coca Cola 500ml,Bebidas,3.5,Ninguno,Lluvioso,3,3.069913115339393
T05065,S003,2023-11-09,11,Thursday,20,Cusco,Comercial,Shampoo,Aseo,12.0,Descuento,Lluvioso,2,2.9342250040212243
T09131,S002,2023-11-21,11,Tuesday,11,Piura,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,4,3.069913115339393
T09356,S007,2023-12-16,12,Saturday,14,Arequipa,Mixta,Pilsen,Alcohol,6.0,Descuento,Nublado,4,2.9342250040212243
T04413,S010,2023-04-30,4,Sunday,7,Trujillo,Comercial,Cristal,Alcohol,5.5,Ninguno,Soleado,2,3.069913115339393
T07208,S004,2023-01-27,1,Friday,12,Huancayo,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Nublado,4,3.069913115339393
T09889,S009,2023-12-05,12,Tuesday,20,Huancayo,Comercial,Hot Dog,Comidas,7.5,Descuento,Soleado,3,2.9342250040212243
T00835,S008,2023-07-29,7,Saturday,15,Trujillo,Comercial,Hot Dog,Comidas,7.5,Ninguno,Lluvioso,2,3.069913115339393
T06822,S008,2023-07-23,7,Sunday,16,Cusco,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Soleado,5,3.069913115339393
T03782,S001,2023-05-07,5,Sunday,13,Cusco,Residencial,Oreo,Snacks,3.8,Ninguno,Lluvioso,2,3.069913115339393
T09013,S006,2023-01-16,1,Monday,11,Piura,Residencial,Pilsen,Alcohol,6.0,Ninguno,Soleado,3,3.069913115339393
T07500,S004,2023-01-06,1,Friday,7,Trujillo,Mixta,Hot Dog,Comidas,7.5,Ninguno,Soleado,2,3.069913115339393
T03425,S010,2023-08-02,8,Wednesday,7,Huancayo,Mixta,Shampoo,Aseo,12.0,Ninguno,Soleado,3,3.069913115339393
T00066,S010,2023-03-26,3,Sunday,21,Trujillo,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,5,3.069913115339393
T02964,S006,2023-07-18,7,Tuesday,9,Arequipa,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Nublado,4,3.069913115339393
T05669,S010,2023-11-01,11,Wednesday,10,Cusco,Mixta,Coca Cola 500ml,Bebidas,3.5,Descuento,Soleado,2,2.9342250040212243
T08963,S010,2023-10-12,10,Thursday,15,Trujillo,Residencial,Lays,Snacks,4.2,Ninguno,Soleado,3,3.069913115339393
T00355,S001,2023-02-22,2,Wednesday,10,Lima,Residencial,Lays,Snacks,4.2,2x1,Soleado,2,3.6395364220811572
T08172,S002,2023-08-19,8,Saturday,11,Arequipa,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Soleado,6,3.069913115339393
T04031,S005,2023-12-02,12,Saturday,15,Lima,Residencial,Jabon,Aseo,4.5,Ninguno,Nublado,2,3.069913115339393
T08535,S006,2023-03-03,3,Friday,12,Trujillo,Comercial,Cristal,Alcohol,5.5,Descuento,Nublado,2,2.889802728593362
T03652,S007,2023-07-04,7,Tuesday,15,Lima,Residencial,Hot Dog,Comidas,7.5,Ninguno,Soleado,2,3.069913115339393
T06740,S005,2023-01-15,1,Sunday,7,Arequipa,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,1,3.069913115339393
T03298,S005,2023-12-29,12,Friday,20,Arequipa,Comercial,Cristal,Alcohol,5.5,2x1,Soleado,6,3.6395364220811572
T04128,S003,2023-05-10,5,Wednesday,22,Trujillo,Residencial,Shampoo,Aseo,12.0,Ninguno,Nublado,1,3.069913115339393
T08044,S003,2023-10-23,10,Monday,21,Piura,Residencial,Jabon,Aseo,4.5,Ninguno,Nublado,3,3.069913115339393
T04768,S008,2023-08-31,8,Thursday,9,Piura,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,1,3.069913115339393
T00473,S008,2023-12-30,12,Saturday,10,Trujillo,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,3,3.069913115339393
T03762,S003,2023-10-10,10,Tuesday,8,Arequipa,Comercial,Doritos,Snacks,4.5,2x1,Lluvioso,2,3.6395364220811572
T08618,S007,2023-11-29,11,Wednesday,8,Lima,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,3,3.069913115339393
T03567,S010,2023-07-21,7,Friday,16,Trujillo,Mixta,Hot Dog,Comidas,7.5,Ninguno,Lluvioso,7,3.069913115339393
T02761,S002,2023-01-22,1,Sunday,12,Trujillo,Mixta,Ibuprofeno,Farmacia,6.0,Combo,Lluvioso,1,3.1299790404551886
T00869,S004,2023-05-03,5,Wednesday,19,Piura,Comercial,Empanada,Comidas,6.5,Ninguno,Nublado,2,3.069913115339393
T09383,S001,2023-03-30,3,Thursday,18,Lima,Comercial,Chocolate,Snacks,4.0,Descuento,Lluvioso,1,2.889802728593362
T08689,S010,2023-08-26,8,Saturday,20,Huancayo,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,3,3.069913115339393
T04053,S004,2023-04-05,4,Wednesday,7,Trujillo,Mixta,Jabon,Aseo,4.5,2x1,Lluvioso,3,3.6395364220811572
T06131,S010,2023-10-18,10,Wednesday,19,Cusco,Mixta,Pilsen,Alcohol,6.0,2x1,Nublado,4,3.6395364220811572
T03245,S003,2023-09-09,9,Saturday,16,Piura,Comercial,Gatorade,Bebidas,4.0,Ninguno,Lluvioso,2,3.069913115339393
T04842,S006,2023-12-27,12,Wednesday,15,Lima,Residencial,Empanada,Comidas,6.5,2x1,Soleado,3,3.6395364220811572
T09331,S010,2023-02-02,2,Thursday,9,Arequipa,Comercial,Sandwich,Comidas,8.0,Ninguno,Lluvioso,3,3.069913115339393
T05640,S005,2023-03-08,3,Wednesday,18,Huancayo,Residencial,Lays,Snacks,4.2,Descuento,Soleado,2,2.889802728593362
T05780,S010,2023-05-17,5,Wednesday,17,Piura,Mixta,Agua 625ml,Bebidas,2.0,2x1,Soleado,3,3.6395364220811572
T08541,S003,2023-11-17,11,Friday,21,Huancayo,Comercial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Soleado,3,3.069913115339393
T01075,S002,2023-06-04,6,Sunday,12,Cusco,Mixta,Cristal,Alcohol,5.5,2x1,Nublado,4,3.6395364220811572
T02958,S009,2023-05-29,5,Monday,9,Cusco,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Nublado,1,3.069913115339393
T06753,S009,2023-06-15,6,Thursday,20,Cusco,Comercial,Paracetamol,Farmacia,5.0,Combo,Soleado,4,3.1299790404551886
T08658,S009,2023-03-23,3,Thursday,15,Lima,Comercial,Cristal,Alcohol,5.5,Ninguno,Soleado,3,3.069913115339393
T07273,S002,2023-10-30,10,Monday,12,Piura,Residencial,Lays,Snacks,4.2,Ninguno,Soleado,3,3.069913115339393
T04760,S003,2023-09-12,9,Tuesday,21,Cusco,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,3,3.069913115339393
T04862,S007,2023-06-26,6,Monday,11,Huancayo,Mixta,Hot Dog,Comidas,7.5,Combo,Nublado,3,3.1299790404551886
T07026,S004,2023-03-26,3,Sunday,12,Arequipa,Residencial,Pilsen,Alcohol,6.0,Ninguno,Soleado,2,3.069913115339393
T07648,S010,2023-11-14,11,Tuesday,18,Cusco,Comercial,Doritos,Snacks,4.5,Ninguno,Lluvioso,2,3.069913115339393
T07162,S004,2023-04-21,4,Friday,18,Cusco,Residencial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Soleado,3,3.069913115339393
T00074,S006,2023-12-05,12,Tuesday,18,Lima,Comercial,Shampoo,Aseo,12.0,Ninguno,Nublado,3,3.069913115339393
T04901,S010,2023-09-17,9,Sunday,19,Arequipa,Comercial,Doritos,Snacks,4.5,Ninguno,Lluvioso,3,3.069913115339393
T04376,S004,2023-03-18,3,Saturday,16,Trujillo,Residencial,Sandwich,Comidas,8.0,Combo,Soleado,5,3.1299790404551886
T06699,S008,2023-01-26,1,Thursday,7,Huancayo,Residencial,Lays,Snacks,4.2,2x1,Soleado,4,3.6395364220811572
T09805,S008,2023-03-16,3,Thursday,21,Huancayo,Mixta,Paracetamol,Farmacia,5.0,2x1,Lluvioso,3,3.6395364220811572
T01101,S003,2023-05-06,5,Saturday,8,Huancayo,Mixta,Shampoo,Aseo,12.0,Ninguno,Soleado,3,3.069913115339393
T09537,S009,2023-08-10,8,Thursday,22,Huancayo,Residencial,Jabon,Aseo,4.5,Descuento,Soleado,3,2.889802728593362
T07656,S003,2023-04-28,4,Friday,11,Lima,Mixta,Hot Dog,Comidas,7.5,Ninguno,Soleado,3,3.069913115339393
T05235,S002,2023-11-25,11,Saturday,10,Cusco,Comercial,Sandwich,Comidas,8.0,Ninguno,Soleado,3,3.069913115339393
T05165,S001,2023-07-24,7,Monday,10,Huancayo,Mixta,Cristal,Alcohol,5.5,2x1,Lluvioso,5,3.6395364220811572
T00119,S008,2023-08-22,8,Tuesday,16,Lima,Residencial,Cristal,Alcohol,5.5,Combo,Nublado,3,3.1299790404551886
T02023,S010,2023-07-06,7,Thursday,17,Arequipa,Residencial,Ibuprofeno,Farmacia,6.0,2x1,Lluvioso,7,3.6395364220811572
T09884,S003,2023-04-22,4,Saturday,16,Lima,Residencial,Jabon,Aseo,4.5,Ninguno,Lluvioso,2,3.069913115339393
T02639,S009,2023-08-05,8,Saturday,15,Huancayo,Comercial,Pilsen,Alcohol,6.0,Ninguno,Nublado,5,3.069913115339393
T02035,S003,2023-07-26,7,Wednesday,9,Arequipa,Comercial,Chocolate,Snacks,4.0,Ninguno,Nublado,3,3.069913115339393
T02565,S004,2023-09-28,9,Thursday,20,Cusco,Residencial,Sandwich,Comidas,8.0,Descuento,Soleado,5,2.9348382796344996
T08666,S009,2023-06-24,6,Saturday,15,Cusco,Comercial,Shampoo,Aseo,12.0,Ninguno,Lluvioso,4,3.069913115339393
T03544,S008,2023-01-14,1,Saturday,14,Arequipa,Comercial,Cristal,Alcohol,5.5,Descuento,Lluvioso,2,2.889802728593362
T01219,S002,2023-05-18,5,Thursday,15,Arequipa,Mixta,Inca Kola 500ml,Bebidas,3.2,Ninguno,Lluvioso,5,3.069913115339393
T09714,S001,2023-10-25,10,Wednesday,17,Arequipa,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,2,3.069913115339393
T06712,S006,2023-04-02,4,Sunday,13,Huancayo,Residencial,Gatorade,Bebidas,4.0,Ninguno,Nublado,2,3.069913115339393
T02904,S004,2023-07-11,7,Tuesday,22,Piura,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Soleado,3,3.069913115339393
T03027,S004,2023-07-21,7,Friday,16,Arequipa,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,5,3.069913115339393
T02511,S001,2023-02-12,2,Sunday,11,Trujillo,Comercial,Lays,Snacks,4.2,Combo,Nublado,2,3.1299790404551886
T04202,S001,2023-07-04,7,Tuesday,9,Arequipa,Comercial,Gatorade,Bebidas,4.0,Ninguno,Soleado,4,3.069913115339393
T03208,S002,2023-12-28,12,Thursday,13,Huancayo,Mixta,Inca Kola 500ml,Bebidas,3.2,Descuento,Nublado,3,2.9342250040212243
T04490,S007,2023-05-08,5,Monday,20,Lima,Mixta,Shampoo,Aseo,12.0,Descuento,Soleado,4,2.9348382796344996
T02756,S009,2023-05-03,5,Wednesday,18,Cusco,Mixta,Doritos,Snacks,4.5,Descuento,Nublado,3,2.889802728593362
T08890,S010,2023-05-05,5,Friday,8,Trujillo,Comercial,Empanada,Comidas,6.5,Ninguno,Soleado,2,3.069913115339393
T00178,S005,2023-03-24,3,Friday,13,Lima,Mixta,Shampoo,Aseo,12.0,2x1,Nublado,3,3.6395364220811572
T01644,S006,2023-03-19,3,Sunday,13,Trujillo,Comercial,Empanada,Comidas,6.5,Descuento,Lluvioso,4,2.889802728593362
T09293,S010,2023-05-28,5,Sunday,14,Trujillo,Mixta,Chocolate,Snacks,4.0,Ninguno,Nublado,5,3.069913115339393
T03519,S007,2023-12-07,12,Thursday,13,Huancayo,Comercial,Coca Cola 500ml,Bebidas,3.5,Descuento,Soleado,5,2.9342250040212243
T01374,S003,2023-09-23,9,Saturday,13,Trujillo,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,4,3.069913115339393
T01721,S007,2023-11-24,11,Friday,18,Arequipa,Comercial,Lays,Snacks,4.2,Ninguno,Nublado,2,3.069913115339393
T03996,S005,2023-04-14,4,Friday,16,Huancayo,Comercial,Pilsen,Alcohol,6.0,Ninguno,Nublado,3,3.069913115339393
T03689,S005,2023-01-07,1,Saturday,18,Trujillo,Comercial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Soleado,2,3.069913115339393
T02265,S007,2023-11-01,11,Wednesday,10,Piura,Mixta,Ibuprofeno,Farmacia,6.0,2x1,Soleado,3,3.6395364220811572
T00088,S005,2023-03-19,3,Sunday,11,Lima,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Soleado,6,3.069913115339393
T02849,S010,2023-01-16,1,Monday,18,Arequipa,Residencial,Chocolate,Snacks,4.0,Ninguno,Nublado,2,3.069913115339393
T08688,S001,2023-08-17,8,Thursday,15,Lima,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,1,3.069913115339393
T00404,S007,2023-10-21,10,Saturday,14,Huancayo,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,5,3.069913115339393
T09899,S009,2023-03-01,3,Wednesday,16,Cusco,Residencial,Gatorade,Bebidas,4.0,2x1,Soleado,2,3.6395364220811572
T04078,S003,2023-09-09,9,Saturday,8,Trujillo,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,2,3.069913115339393
T06836,S005,2023-08-18,8,Friday,15,Piura,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,2,3.069913115339393
T06538,S007,2023-11-16,11,Thursday,8,Huancayo,Mixta,Shampoo,Aseo,12.0,2x1,Nublado,6,3.6395364220811572
T02457,S009,2023-12-30,12,Saturday,18,Huancayo,Residencial,Sandwich,Comidas,8.0,Ninguno,Lluvioso,3,3.069913115339393
T02752,S007,2023-05-14,5,Sunday,15,Huancayo,Comercial,Hot Dog,Comidas,7.5,Descuento,Soleado,1,2.889802728593362
T02215,S008,2023-01-17,1,Tuesday,21,Lima,Comercial,Shampoo,Aseo,12.0,Ninguno,Lluvioso,3,3.069913115339393
T01027,S004,2023-04-09,4,Sunday,8,Piura,Residencial,Pilsen,Alcohol,6.0,Combo,Soleado,3,3.1299790404551886
T09703,S009,2023-12-16,12,Saturday,7,Huancayo,Comercial,Pilsen,Alcohol,6.0,Descuento,Nublado,2,2.9342250040212243
T01421,S007,2023-04-02,4,Sunday,15,Piura,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,4,3.069913115339393
T02437,S008,2023-11-24,11,Friday,11,Piura,Comercial,Pilsen,Alcohol,6.0,Combo,Nublado,3,3.1299790404551886
T04278,S005,2023-03-22,3,Wednesday,10,Arequipa,Residencial,Pilsen,Alcohol,6.0,Ninguno,Soleado,8,3.3183936807104173
T09609,S003,2023-11-16,11,Thursday,7,Lima,Mixta,Shampoo,Aseo,12.0,Ninguno,Lluvioso,2,3.069913115339393
T01278,S003,2023-03-04,3,Saturday,8,Trujillo,Mixta,Empanada,Comidas,6.5,Ninguno,Nublado,4,3.069913115339393
T06221,S002,2023-02-13,2,Monday,10,Cusco,Mixta,Cristal,Alcohol,5.5,Descuento,Nublado,6,2.889802728593362
T04907,S005,2023-05-16,5,Tuesday,7,Cusco,Residencial,Cristal,Alcohol,5.5,Ninguno,Soleado,4,3.069913115339393
T05064,S004,2023-06-23,6,Friday,8,Lima,Mixta,Agua 625ml,Bebidas,2.0,Descuento,Soleado,3,2.889802728593362
T01979,S007,2023-01-01,1,Sunday,19,Piura,Mixta,Jabon,Aseo,4.5,Ninguno,Lluvioso,1,3.069913115339393
T01061,S001,2023-03-07,3,Tuesday,17,Arequipa,Residencial,Shampoo,Aseo,12.0,Ninguno,Lluvioso,2,3.069913115339393
T05014,S002,2023-05-21,5,Sunday,11,Trujillo,Comercial,Empanada,Comidas,6.5,Ninguno,Soleado,3,3.069913115339393
T04536,S003,2023-04-13,4,Thursday,9,Trujillo,Residencial,Shampoo,Aseo,12.0,Ninguno,Nublado,2,3.069913115339393
T06994,S004,2023-12-31,12,Sunday,13,Lima,Comercial,Shampoo,Aseo,12.0,Ninguno,Nublado,4,3.069913115339393
T09254,S010,2023-02-03,2,Friday,15,Trujillo,Comercial,Jabon,Aseo,4.5,Combo,Soleado,1,3.1299790404551886
T01503,S004,2023-11-23,11,Thursday,12,Piura,Comercial,Cristal,Alcohol,5.5,Descuento,Lluvioso,2,2.9342250040212243
T08569,S003,2023-06-05,6,Monday,10,Lima,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,2,3.069913115339393
T09315,S005,2023-05-16,5,Tuesday,14,Piura,Residencial,Chocolate,Snacks,4.0,Combo,Nublado,3,3.1299790404551886
T08837,S001,2023-10-07,10,Saturday,22,Trujillo,Mixta,Cristal,Alcohol,5.5,Ninguno,Nublado,4,3.069913115339393
T08921,S008,2023-06-30,6,Friday,15,Piura,Comercial,Lays,Snacks,4.2,Ninguno,Soleado,5,3.069913115339393
T04918,S008,2023-09-13,9,Wednesday,17,Huancayo,Mixta,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,2,3.069913115339393
T00679,S006,2023-10-08,10,Sunday,12,Piura,Mixta,Oreo,Snacks,3.8,Ninguno,Lluvioso,1,3.069913115339393
T05076,S009,2023-02-02,2,Thursday,20,Lima,Comercial,Lays,Snacks,4.2,Ninguno,Soleado,4,3.069913115339393
T08065,S010,2023-05-03,5,Wednesday,13,Piura,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,1,3.069913115339393
T07569,S002,2023-02-21,2,Tuesday,11,Arequipa,Comercial,Inca Kola 500ml,Bebidas,3.2,Descuento,Lluvioso,3,2.855008734179954
T00103,S009,2023-12-30,12,Saturday,12,Cusco,Residencial,Jabon,Aseo,4.5,Ninguno,Soleado,2,3.069913115339393
T00957,S001,2023-11-17,11,Friday,21,Lima,Comercial,Pilsen,Alcohol,6.0,Ninguno,Nublado,1,3.069913115339393
T08557,S004,2023-02-07,2,Tuesday,8,Lima,Residencial,Shampoo,Aseo,12.0,Ninguno,Nublado,3,3.069913115339393
T03786,S001,2023-05-05,5,Friday,21,Trujillo,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Soleado,3,3.069913115339393
T09630,S002,2023-12-30,12,Saturday,17,Lima,Comercial,Jabon,Aseo,4.5,Ninguno,Nublado,5,3.069913115339393
T07174,S009,2023-09-24,9,Sunday,14,Trujillo,Comercial,Pilsen,Alcohol,6.0,Ninguno,Nublado,3,3.069913115339393
T04044,S004,2023-03-04,3,Saturday,20,Piura,Comercial,Pilsen,Alcohol,6.0,Combo,Lluvioso,2,3.1299790404551886
T02649,S006,2023-08-10,8,Thursday,15,Huancayo,Mixta,Ibuprofeno,Farmacia,6.0,Descuento,Nublado,1,2.889802728593362
T06001,S007,2023-06-03,6,Saturday,19,Piura,Mixta,Coca Cola 500ml,Bebidas,3.5,Descuento,Lluvioso,3,2.889802728593362
T07928,S007,2023-02-04,2,Saturday,18,Piura,Residencial,Gatorade,Bebidas,4.0,Ninguno,Soleado,3,3.069913115339393
T02827,S007,2023-07-16,7,Sunday,19,Arequipa,Comercial,Pilsen,Alcohol,6.0,Ninguno,Nublado,4,3.069913115339393
T04095,S001,2023-11-18,11,Saturday,17,Piura,Mixta,Cristal,Alcohol,5.5,Ninguno,Soleado,3,3.069913115339393
T07775,S010,2023-06-17,6,Saturday,18,Piura,Residencial,Lays,Snacks,4.2,Ninguno,Soleado,2,3.069913115339393
T09259,S005,2023-12-02,12,Saturday,18,Huancayo,Residencial,Gatorade,Bebidas,4.0,2x1,Lluvioso,5,3.6395364220811572
T08114,S008,2023-12-31,12,Sunday,19,Piura,Comercial,Ibuprofeno,Farmacia,6.0,2x1,Soleado,3,3.6395364220811572
T04773,S002,2023-02-01,2,Wednesday,19,Lima,Comercial,Doritos,Snacks,4.5,Ninguno,Lluvioso,7,3.069913115339393
T01948,S008,2023-08-09,8,Wednesday,12,Huancayo,Comercial,Empanada,Comidas,6.5,Ninguno,Nublado,3,3.069913115339393
T06110,S004,2023-10-10,10,Tuesday,21,Cusco,Residencial,Pilsen,Alcohol,6.0,Descuento,Lluvioso,4,2.9342250040212243
T02300,S005,2023-09-02,9,Saturday,13,Piura,Residencial,Hot Dog,Comidas,7.5,Ninguno,Soleado,3,3.069913115339393
T07845,S003,2023-01-30,1,Monday,19,Arequipa,Mixta,Shampoo,Aseo,12.0,Ninguno,Lluvioso,3,3.069913115339393
T04383,S007,2023-10-24,10,Tuesday,12,Piura,Mixta,Hot Dog,Comidas,7.5,Descuento,Nublado,4,2.9342250040212243
T05425,S006,2023-12-13,12,Wednesday,7,Trujillo,Comercial,Pilsen,Alcohol,6.0,2x1,Nublado,5,3.6395364220811572
T06772,S010,2023-02-15,2,Wednesday,7,Arequipa,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,4,3.069913115339393
T08579,S008,2023-11-13,11,Monday,14,Piura,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Nublado,4,3.069913115339393
T04292,S006,2023-12-01,12,Friday,21,Piura,Comercial,Pilsen,Alcohol,6.0,2x1,Nublado,5,3.6395364220811572
T00529,S005,2023-05-14,5,Sunday,20,Huancayo,Comercial,Cristal,Alcohol,5.5,Ninguno,Soleado,4,3.069913115339393
T01233,S008,2023-07-24,7,Monday,9,Trujillo,Residencial,Hot Dog,Comidas,7.5,Descuento,Nublado,4,2.889802728593362
T00780,S004,2023-03-05,3,Sunday,16,Lima,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,1,3.069913115339393
T05859,S003,2023-01-18,1,Wednesday,8,Lima,Mixta,Lays,Snacks,4.2,Ninguno,Lluvioso,4,3.069913115339393
T03060,S007,2023-05-07,5,Sunday,12,Huancayo,Residencial,Empanada,Comidas,6.5,Ninguno,Soleado,2,3.069913115339393
T08588,S007,2023-03-19,3,Sunday,18,Cusco,Mixta,Shampoo,Aseo,12.0,Combo,Soleado,2,3.1299790404551886
T01861,S005,2023-10-26,10,Thursday,9,Trujillo,Mixta,Jabon,Aseo,4.5,Ninguno,Soleado,6,3.069913115339393
T08439,S002,2023-12-19,12,Tuesday,11,Huancayo,Comercial,Oreo,Snacks,3.8,Ninguno,Soleado,3,3.069913115339393
T07404,S003,2023-10-18,10,Wednesday,13,Lima,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Soleado,1,3.069913115339393
T04640,S002,2023-10-18,10,Wednesday,10,Cusco,Comercial,Jabon,Aseo,4.5,Ninguno,Lluvioso,2,3.069913115339393
T04251,S004,2023-07-06,7,Thursday,13,Trujillo,Comercial,Cristal,Alcohol,5.5,Ninguno,Lluvioso,2,3.069913115339393
T01993,S001,2023-07-23,7,Sunday,21,Trujillo,Mixta,Sandwich,Comidas,8.0,Ninguno,Lluvioso,3,3.069913115339393
