transaction_id,store_id,fecha,mes,dia_semana,hora,ubicacion_tienda,tipo_zona,producto,categoria_producto,precio_unitario,tipo_promocion,clima,cantidad_vendida
T08434,S002,2023-08-16,8,Wednesday,20:56,Lima,Residencial,Cristal,Alcohol,5.5,2x1,Soleado,5
T08435,S004,2023-08-03,8,Thursday,17:43,Lima,Mixta,Agua 625ml,Bebidas,2.0,Ninguno,Lluvioso,1
T08436,S010,2023-09-04,9,Monday,15:12,Piura,Mixta,Empanada,Comidas,6.5,2x1,Nublado,5
T08437,S010,2023-01-05,1,Thursday,22:41,Huancayo,Residencial,Chocolate,Snacks,4.0,Combo,Soleado,4
T08438,S009,2023-12-01,12,Friday,12:18,Arequipa,Comercial,Sandwich,Comidas,8.0,Ninguno,Lluvioso,2
T08439,S002,2023-12-19,12,Tuesday,11:34,Huancayo,Comercial,Oreo,Snacks,3.8,Ninguno,Soleado,3
T08440,S002,2023-04-14,4,Friday,22:33,Trujillo,Comercial,Gatorade,Bebidas,4.0,Combo,Lluvioso,2
T08441,S006,2023-10-06,10,Friday,13:37,Arequipa,Residencial,Jabon,Aseo,4.5,2x1,Nublado,2
T08442,S005,2023-09-13,9,Wednesday,09:08,Lima,Residencial,Ibuprofeno,Farmacia,6.0,Descuento,Lluvioso,4
T08443,S010,2023-07-08,7,Saturday,21:50,Huancayo,Residencial,Empanada,Comidas,6.5,Ninguno,Lluvioso,4
T08444,S004,2023-10-08,10,Sunday,21:14,Arequipa,Residencial,Doritos,Snacks,4.5,Ninguno,Lluvioso,1
T08445,S004,2023-11-12,11,Sunday,20:08,Arequipa,Comercial,Empanada,Comidas,6.5,Ninguno,Soleado,3
T08446,S010,2023-10-18,10,Wednesday,14:55,Trujillo,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,3
T08447,S004,2023-08-17,8,Thursday,22:13,Arequipa,Mixta,Oreo,Snacks,3.8,2x1,Lluvioso,7
T08448,S010,2023-10-09,10,Monday,12:39,Trujillo,Mixta,Agua 625ml,Bebidas,2.0,2x1,Lluvioso,4
T08449,S009,2023-09-15,9,Friday,09:18,Lima,Comercial,Sandwich,Comidas,8.0,Combo,Lluvioso,1
T08450,S007,2023-06-29,6,Thursday,17:26,Arequipa,Residencial,Empanada,Comidas,6.5,Ninguno,Soleado,1
T08451,S005,2023-01-27,1,Friday,08:26,Cusco,Residencial,Pilsen,Alcohol,6.0,Ninguno,Nublado,3
T08452,S001,2023-01-31,1,Tuesday,16:53,Arequipa,Mixta,Shampoo,Aseo,12.0,Ninguno,Lluvioso,3
T08453,S005,2023-11-06,11,Monday,11:39,Cusco,Comercial,Jabon,Aseo,4.5,Ninguno,Soleado,3
T08454,S005,2023-09-08,9,Friday,14:32,Cusco,Residencial,Chocolate,Snacks,4.0,Ninguno,Soleado,4
T08455,S005,2023-04-12,4,Wednesday,21:27,Trujillo,Residencial,Doritos,Snacks,4.5,Descuento,Lluvioso,2
T08456,S008,2023-11-01,11,Wednesday,21:01,Trujillo,Mixta,Gatorade,Bebidas,4.0,Descuento,Nublado,2
T08457,S002,2023-01-11,1,Wednesday,08:46,Piura,Comercial,Doritos,Snacks,4.5,Ninguno,Soleado,3
T08458,S010,2023-07-08,7,Saturday,22:33,Lima,Residencial,Lays,Snacks,4.2,Ninguno,Soleado,2
T08459,S009,2023-02-07,2,Tuesday,10:14,Trujillo,Comercial,Oreo,Snacks,3.8,Descuento,Lluvioso,3
T08460,S008,2023-10-12,10,Thursday,19:27,Lima,Mixta,Paracetamol,Farmacia,5.0,Descuento,Nublado,5
T08461,S007,2023-09-11,9,Monday,12:49,Trujillo,Comercial,Agua 625ml,Bebidas,2.0,Ninguno,Lluvioso,5
T08462,S009,2023-06-29,6,Thursday,13:46,Huancayo,Residencial,Shampoo,Aseo,12.0,Ninguno,Lluvioso,2
T08463,S005,2023-04-13,4,Thursday,16:00,Cusco,Comercial,Agua 625ml,Bebidas,2.0,Ninguno,Lluvioso,4
T08464,S010,2023-01-22,1,Sunday,09:49,Trujillo,Residencial,Oreo,Snacks,3.8,Ninguno,Nublado,2
T08465,S001,2023-07-03,7,Monday,09:55,Cusco,Mixta,Hot Dog,Comidas,7.5,Ninguno,Soleado,3
T08466,S004,2023-06-03,6,Saturday,17:54,Trujillo,Comercial,Cristal,Alcohol,5.5,Ninguno,Soleado,3
T08467,S001,2023-10-21,10,Saturday,09:28,Huancayo,Mixta,Sandwich,Comidas,8.0,Descuento,Soleado,4
T08468,S004,2023-06-12,6,Monday,12:55,Cusco,Mixta,Pilsen,Alcohol,6.0,Ninguno,Soleado,2
T08469,S009,2023-07-31,7,Monday,13:57,Cusco,Residencial,Paracetamol,Farmacia,5.0,Descuento,Nublado,3
T08470,S009,2023-10-15,10,Sunday,09:12,Piura,Comercial,Gatorade,Bebidas,4.0,Descuento,Lluvioso,3
T08471,S003,2023-09-17,9,Sunday,10:01,Arequipa,Mixta,Gatorade,Bebidas,4.0,Descuento,Nublado,3
T08472,S006,2023-06-10,6,Saturday,21:41,Arequipa,Residencial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Soleado,2
T08473,S007,2023-11-30,11,Thursday,17:30,Lima,Comercial,Inca Kola 500ml,Bebidas,3.2,2x1,Nublado,2
T08474,S008,2023-01-31,1,Tuesday,17:29,Trujillo,Mixta,Empanada,Comidas,6.5,Ninguno,Nublado,2
T08475,S010,2023-06-24,6,Saturday,12:10,Lima,Residencial,Doritos,Snacks,4.5,Ninguno,Soleado,3
T08476,S001,2023-06-06,6,Tuesday,20:22,Cusco,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,2
T08477,S007,2023-12-01,12,Friday,07:01,Arequipa,Mixta,Inca Kola 500ml,Bebidas,3.2,Ninguno,Soleado,4
T08478,S005,2023-01-26,1,Thursday,16:08,Piura,Residencial,Oreo,Snacks,3.8,Descuento,Nublado,2
T08479,S005,2023-05-14,5,Sunday,12:33,Trujillo,Comercial,Pilsen,Alcohol,6.0,Combo,Soleado,5
T08480,S001,2023-07-26,7,Wednesday,22:08,Trujillo,Mixta,Inca Kola 500ml,Bebidas,3.2,Ninguno,Soleado,3
T08481,S009,2023-01-12,1,Thursday,17:57,Huancayo,Comercial,Doritos,Snacks,4.5,2x1,Nublado,4
T08482,S005,2023-10-19,10,Thursday,14:10,Arequipa,Mixta,Doritos,Snacks,4.5,Ninguno,Nublado,1
T08483,S003,2023-02-20,2,Monday,07:08,Lima,Mixta,Empanada,Comidas,6.5,Ninguno,Nublado,3
T08484,S002,2023-09-24,9,Sunday,13:40,Huancayo,Mixta,Cristal,Alcohol,5.5,Ninguno,Nublado,7
T08485,S003,2023-03-11,3,Saturday,07:33,Cusco,Mixta,Shampoo,Aseo,12.0,2x1,Lluvioso,4
T08486,S009,2023-05-09,5,Tuesday,13:11,Lima,Comercial,Pilsen,Alcohol,6.0,Ninguno,Nublado,3
T08487,S001,2023-09-15,9,Friday,07:07,Lima,Comercial,Chocolate,Snacks,4.0,Ninguno,Nublado,1
T08488,S002,2023-08-20,8,Sunday,18:02,Cusco,Mixta,Hot Dog,Comidas,7.5,Ninguno,Lluvioso,5
T08489,S005,2023-07-03,7,Monday,21:12,Huancayo,Residencial,Jabon,Aseo,4.5,Ninguno,Lluvioso,2
T08490,S001,2023-10-14,10,Saturday,07:07,Piura,Mixta,Shampoo,Aseo,12.0,Ninguno,Soleado,2
T08491,S005,2023-12-26,12,Tuesday,21:46,Cusco,Comercial,Jabon,Aseo,4.5,Ninguno,Nublado,4
T08492,S009,2023-06-01,6,Thursday,16:57,Trujillo,Mixta,Shampoo,Aseo,12.0,Ninguno,Nublado,3
T08493,S010,2023-09-09,9,Saturday,12:04,Piura,Residencial,Inca Kola 500ml,Bebidas,3.2,Combo,Nublado,5
T08494,S007,2023-09-24,9,Sunday,16:35,Lima,Mixta,Coca Cola 500ml,Bebidas,3.5,Ninguno,Lluvioso,2
T08495,S008,2023-03-22,3,Wednesday,08:51,Piura,Mixta,Hot Dog,Comidas,7.5,Descuento,Nublado,2
T08496,S004,2023-03-27,3,Monday,10:23,Arequipa,Residencial,Oreo,Snacks,3.8,Descuento,Lluvioso,5
T08497,S004,2023-08-04,8,Friday,11:40,Trujillo,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,5
T08498,S010,2023-06-07,6,Wednesday,13:45,Trujillo,Comercial,Hot Dog,Comidas,7.5,Ninguno,Nublado,6
T08499,S004,2023-06-10,6,Saturday,14:50,Arequipa,Residencial,Cristal,Alcohol,5.5,Descuento,Nublado,2
T08500,S001,2023-05-10,5,Wednesday,09:12,Cusco,Mixta,Sandwich,Comidas,8.0,Descuento,Nublado,1
T08501,S001,2023-03-07,3,Tuesday,22:36,Piura,Residencial,Empanada,Comidas,6.5,Ninguno,Soleado,5
T08502,S004,2023-05-01,5,Monday,21:57,Piura,Mixta,Inca Kola 500ml,Bebidas,3.2,2x1,Lluvioso,4
T08503,S003,2023-09-26,9,Tuesday,22:50,Huancayo,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Nublado,2
T08504,S002,2023-11-22,11,Wednesday,18:08,Lima,Mixta,Coca Cola 500ml,Bebidas,3.5,Ninguno,Nublado,5
T08505,S008,2023-07-17,7,Monday,22:30,Arequipa,Residencial,Coca Cola 500ml,Bebidas,3.5,2x1,Soleado,2
T08506,S007,2023-04-09,4,Sunday,22:30,Huancayo,Comercial,Chocolate,Snacks,4.0,Ninguno,Soleado,4
T08507,S008,2023-10-07,10,Saturday,17:45,Piura,Residencial,Gatorade,Bebidas,4.0,Combo,Lluvioso,2
T08508,S008,2023-05-17,5,Wednesday,14:25,Huancayo,Comercial,Paracetamol,Farmacia,5.0,2x1,Soleado,4
T08509,S009,2023-10-11,10,Wednesday,08:48,Cusco,Mixta,Paracetamol,Farmacia,5.0,Combo,Soleado,2
T08510,S002,2023-09-25,9,Monday,08:36,Cusco,Comercial,Jabon,Aseo,4.5,Descuento,Nublado,5
T08511,S004,2023-03-09,3,Thursday,21:49,Cusco,Residencial,Sandwich,Comidas,8.0,Ninguno,Soleado,2
T08512,S007,2023-01-18,1,Wednesday,12:47,Piura,Mixta,Empanada,Comidas,6.5,Ninguno,Nublado,5
T08513,S008,2023-02-05,2,Sunday,19:56,Cusco,Mixta,Empanada,Comidas,6.5,2x1,Soleado,2
T08514,S007,2023-12-14,12,Thursday,09:42,Huancayo,Comercial,Oreo,Snacks,3.8,Ninguno,Lluvioso,4
T08515,S009,2023-08-10,8,Thursday,17:28,Trujillo,Mixta,Inca Kola 500ml,Bebidas,3.2,Ninguno,Nublado,2
T08516,S002,2023-02-06,2,Monday,07:04,Trujillo,Comercial,Oreo,Snacks,3.8,Ninguno,Nublado,3
T08517,S009,2023-07-11,7,Tuesday,22:48,Cusco,Residencial,Empanada,Comidas,6.5,Ninguno,Soleado,1
T08518,S005,2023-12-22,12,Friday,22:06,Cusco,Comercial,Jabon,Aseo,4.5,Ninguno,Lluvioso,2
T08519,S006,2023-11-10,11,Friday,12:15,Piura,Residencial,Gatorade,Bebidas,4.0,Ninguno,Nublado,3
T08520,S008,2023-03-16,3,Thursday,13:01,Cusco,Residencial,Chocolate,Snacks,4.0,2x1,Lluvioso,3
T08521,S010,2023-03-27,3,Monday,19:58,Piura,Residencial,Gatorade,Bebidas,4.0,Ninguno,Lluvioso,2
T08522,S002,2023-09-14,9,Thursday,17:11,Trujillo,Comercial,Ibuprofeno,Farmacia,6.0,Combo,Soleado,2
T08523,S010,2023-11-04,11,Saturday,18:59,Arequipa,Mixta,Empanada,Comidas,6.5,Ninguno,Lluvioso,3
T08524,S005,2023-04-06,4,Thursday,11:16,Trujillo,Residencial,Cristal,Alcohol,5.5,Ninguno,Lluvioso,2
T08525,S003,2023-03-14,3,Tuesday,19:48,Cusco,Residencial,Lays,Snacks,4.2,Descuento,Nublado,1
T08526,S001,2023-10-15,10,Sunday,13:00,Arequipa,Comercial,Hot Dog,Comidas,7.5,Ninguno,Nublado,4
T08527,S008,2023-01-06,1,Friday,09:38,Cusco,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,3
T08528,S001,2023-06-12,6,Monday,20:25,Cusco,Residencial,Cristal,Alcohol,5.5,2x1,Nublado,3
T08529,S008,2023-12-19,12,Tuesday,21:53,Lima,Comercial,Sandwich,Comidas,8.0,Ninguno,Lluvioso,3
T08530,S007,2023-06-30,6,Friday,17:54,Arequipa,Comercial,Gatorade,Bebidas,4.0,Ninguno,Soleado,2
T08531,S005,2023-02-09,2,Thursday,15:56,Piura,Residencial,Oreo,Snacks,3.8,Ninguno,Soleado,3
T08532,S007,2023-07-22,7,Saturday,18:31,Cusco,Comercial,Gatorade,Bebidas,4.0,Ninguno,Lluvioso,1
T08533,S005,2023-06-03,6,Saturday,14:49,Cusco,Comercial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Lluvioso,4
T08534,S007,2023-04-29,4,Saturday,19:45,Cusco,Mixta,Pilsen,Alcohol,6.0,2x1,Soleado,4
T08535,S006,2023-03-03,3,Friday,12:00,Trujillo,Comercial,Cristal,Alcohol,5.5,Descuento,Nublado,2
T08536,S006,2023-11-25,11,Saturday,15:03,Lima,Comercial,Cristal,Alcohol,5.5,Ninguno,Lluvioso,4
T08537,S002,2023-06-28,6,Wednesday,09:47,Lima,Comercial,Jabon,Aseo,4.5,Combo,Lluvioso,4
T08538,S008,2023-06-25,6,Sunday,12:39,Huancayo,Mixta,Hot Dog,Comidas,7.5,Descuento,Soleado,3
T08539,S001,2023-07-27,7,Thursday,11:16,Huancayo,Comercial,Paracetamol,Farmacia,5.0,2x1,Nublado,4
T08540,S004,2023-11-08,11,Wednesday,14:57,Trujillo,Comercial,Cristal,Alcohol,5.5,Ninguno,Lluvioso,3
T08541,S003,2023-11-17,11,Friday,21:35,Huancayo,Comercial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Soleado,3
T08542,S001,2023-05-16,5,Tuesday,09:14,Piura,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,4
T08543,S001,2023-02-11,2,Saturday,16:52,Lima,Residencial,Cristal,Alcohol,5.5,Ninguno,Lluvioso,3
T08544,S009,2023-09-10,9,Sunday,22:14,Arequipa,Residencial,Gatorade,Bebidas,4.0,Descuento,Lluvioso,2
T08545,S007,2023-11-25,11,Saturday,16:59,Lima,Residencial,Chocolate,Snacks,4.0,Combo,Nublado,3
T08546,S005,2023-05-25,5,Thursday,22:49,Lima,Residencial,Sandwich,Comidas,8.0,Ninguno,Lluvioso,4
T08547,S003,2023-02-01,2,Wednesday,18:54,Arequipa,Residencial,Coca Cola 500ml,Bebidas,3.5,Ninguno,Lluvioso,3
T08548,S002,2023-07-31,7,Monday,22:33,Trujillo,Mixta,Cristal,Alcohol,5.5,Ninguno,Nublado,3
T08549,S008,2023-06-30,6,Friday,13:15,Piura,Residencial,Cristal,Alcohol,5.5,Ninguno,Soleado,3
T08550,S004,2023-11-19,11,Sunday,16:28,Lima,Residencial,Gatorade,Bebidas,4.0,Ninguno,Nublado,4
T08551,S007,2023-04-08,4,Saturday,18:15,Arequipa,Residencial,Cristal,Alcohol,5.5,Ninguno,Nublado,3
T08552,S008,2023-03-26,3,Sunday,22:50,Trujillo,Mixta,Empanada,Comidas,6.5,Descuento,Lluvioso,5
T08553,S004,2023-08-23,8,Wednesday,11:03,Arequipa,Residencial,Inca Kola 500ml,Bebidas,3.2,2x1,Nublado,4
T08554,S005,2023-01-01,1,Sunday,21:53,Huancayo,Comercial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Nublado,2
T08555,S009,2023-01-06,1,Friday,16:30,Cusco,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Soleado,3
T08556,S002,2023-10-15,10,Sunday,21:02,Lima,Comercial,Doritos,Snacks,4.5,Ninguno,Soleado,3
T08557,S004,2023-02-07,2,Tuesday,08:05,Lima,Residencial,Shampoo,Aseo,12.0,Ninguno,Nublado,3
T08558,S009,2023-12-12,12,Tuesday,11:55,Lima,Residencial,Lays,Snacks,4.2,Descuento,Lluvioso,3
T08559,S005,2023-01-20,1,Friday,20:12,Lima,Mixta,Hot Dog,Comidas,7.5,Descuento,Nublado,4
T08560,S007,2023-02-24,2,Friday,15:16,Trujillo,Residencial,Lays,Snacks,4.2,Ninguno,Lluvioso,2
T08561,S002,2023-10-24,10,Tuesday,12:15,Trujillo,Residencial,Hot Dog,Comidas,7.5,Ninguno,Lluvioso,4
T08562,S004,2023-08-01,8,Tuesday,18:12,Piura,Comercial,Hot Dog,Comidas,7.5,Ninguno,Nublado,4
T08563,S009,2023-02-27,2,Monday,18:05,Cusco,Residencial,Lays,Snacks,4.2,Ninguno,Soleado,4
T08564,S006,2023-08-26,8,Saturday,19:39,Cusco,Mixta,Jabon,Aseo,4.5,Descuento,Nublado,3
T08565,S010,2023-12-22,12,Friday,21:44,Huancayo,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,4
T08566,S007,2023-09-23,9,Saturday,17:47,Cusco,Comercial,Pilsen,Alcohol,6.0,2x1,Soleado,4
T08567,S007,2023-04-22,4,Saturday,16:33,Huancayo,Comercial,Gatorade,Bebidas,4.0,Ninguno,Lluvioso,4
T08568,S002,2023-01-27,1,Friday,17:59,Trujillo,Comercial,Coca Cola 500ml,Bebidas,3.5,Ninguno,Soleado,2
T08569,S003,2023-06-05,6,Monday,10:47,Lima,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,2
T08570,S009,2023-10-24,10,Tuesday,17:40,Trujillo,Residencial,Lays,Snacks,4.2,Ninguno,Lluvioso,3
T08571,S008,2023-06-27,6,Tuesday,11:24,Piura,Mixta,Jabon,Aseo,4.5,Descuento,Lluvioso,3
T08572,S008,2023-07-22,7,Saturday,07:27,Lima,Comercial,Chocolate,Snacks,4.0,2x1,Soleado,5
T08573,S010,2023-11-13,11,Monday,09:55,Piura,Comercial,Empanada,Comidas,6.5,2x1,Soleado,5
T08574,S001,2023-11-08,11,Wednesday,17:58,Cusco,Mixta,Coca Cola 500ml,Bebidas,3.5,Ninguno,Lluvioso,4
T08575,S007,2023-04-03,4,Monday,14:08,Cusco,Mixta,Jabon,Aseo,4.5,2x1,Soleado,4
T08576,S001,2023-12-18,12,Monday,15:46,Lima,Mixta,Cristal,Alcohol,5.5,Combo,Lluvioso,2
T08577,S001,2023-03-03,3,Friday,09:05,Huancayo,Residencial,Pilsen,Alcohol,6.0,Descuento,Nublado,3
T08578,S008,2023-02-28,2,Tuesday,19:15,Arequipa,Mixta,Oreo,Snacks,3.8,Combo,Lluvioso,3
T08579,S008,2023-11-13,11,Monday,14:35,Piura,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Nublado,4
T08580,S007,2023-10-03,10,Tuesday,19:15,Trujillo,Residencial,Agua 625ml,Bebidas,2.0,Ninguno,Soleado,2
T08581,S010,2023-08-08,8,Tuesday,11:16,Huancayo,Comercial,Chocolate,Snacks,4.0,Ninguno,Nublado,3
T08582,S007,2023-08-18,8,Friday,15:08,Piura,Residencial,Doritos,Snacks,4.5,2x1,Lluvioso,3
T08583,S001,2023-03-31,3,Friday,11:33,Lima,Residencial,Paracetamol,Farmacia,5.0,Descuento,Soleado,4
T08584,S004,2023-01-29,1,Sunday,20:01,Lima,Comercial,Ibuprofeno,Farmacia,6.0,2x1,Soleado,3
T08585,S004,2023-12-20,12,Wednesday,14:24,Trujillo,Residencial,Pilsen,Alcohol,6.0,Ninguno,Soleado,2
T08586,S005,2023-10-08,10,Sunday,15:21,Huancayo,Mixta,Jabon,Aseo,4.5,Combo,Lluvioso,7
T08587,S009,2023-02-11,2,Saturday,17:10,Huancayo,Comercial,Cristal,Alcohol,5.5,Ninguno,Lluvioso,3
T08588,S007,2023-03-19,3,Sunday,18:01,Cusco,Mixta,Shampoo,Aseo,12.0,Combo,Soleado,2
T08589,S001,2023-03-10,3,Friday,14:28,Trujillo,Residencial,Oreo,Snacks,3.8,Descuento,Soleado,3
T08590,S004,2023-06-08,6,Thursday,19:19,Trujillo,Residencial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Lluvioso,3
T08591,S006,2023-12-13,12,Wednesday,14:14,Trujillo,Residencial,Agua 625ml,Bebidas,2.0,Ninguno,Soleado,1
T08592,S010,2023-12-07,12,Thursday,20:23,Lima,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Soleado,4
T08593,S010,2023-09-16,9,Saturday,16:41,Piura,Mixta,Jabon,Aseo,4.5,Descuento,Nublado,3
T08594,S001,2023-11-04,11,Saturday,08:15,Lima,Comercial,Hot Dog,Comidas,7.5,Descuento,Nublado,5
T08595,S001,2023-12-01,12,Friday,13:18,Cusco,Mixta,Jabon,Aseo,4.5,Ninguno,Soleado,4
T08596,S008,2023-07-22,7,Saturday,09:09,Arequipa,Comercial,Cristal,Alcohol,5.5,Ninguno,Soleado,4
T08597,S007,2023-04-03,4,Monday,13:19,Trujillo,Mixta,Cristal,Alcohol,5.5,Descuento,Lluvioso,2
T08598,S004,2023-03-18,3,Saturday,22:49,Trujillo,Comercial,Cristal,Alcohol,5.5,Descuento,Nublado,2
T08599,S005,2023-12-29,12,Friday,08:28,Huancayo,Residencial,Shampoo,Aseo,12.0,Ninguno,Soleado,6
T08600,S010,2023-09-19,9,Tuesday,13:06,Trujillo,Residencial,Jabon,Aseo,4.5,Ninguno,Soleado,2
T08601,S005,2023-10-23,10,Monday,18:15,Piura,Mixta,Ibuprofeno,Farmacia,6.0,Combo,Lluvioso,2
T08602,S008,2023-07-30,7,Sunday,19:32,Piura,Comercial,Agua 625ml,Bebidas,2.0,Ninguno,Soleado,4
T08603,S010,2023-06-12,6,Monday,19:22,Huancayo,Mixta,Cristal,Alcohol,5.5,Descuento,Lluvioso,3
T08604,S002,2023-05-05,5,Friday,08:51,Lima,Residencial,Agua 625ml,Bebidas,2.0,Ninguno,Nublado,7
T08605,S002,2023-11-20,11,Monday,07:52,Lima,Residencial,Ibuprofeno,Farmacia,6.0,2x1,Soleado,3
T08606,S009,2023-01-02,1,Monday,08:39,Huancayo,Comercial,Shampoo,Aseo,12.0,Descuento,Soleado,5
T08607,S008,2023-08-03,8,Thursday,11:28,Arequipa,Residencial,Cristal,Alcohol,5.5,Ninguno,Soleado,2
T08608,S006,2023-05-06,5,Saturday,17:53,Cusco,Mixta,Sandwich,Comidas,8.0,Ninguno,Soleado,3
T08609,S005,2023-05-14,5,Sunday,12:16,Piura,Mixta,Chocolate,Snacks,4.0,Descuento,Nublado,2
T08610,S008,2023-11-16,11,Thursday,17:39,Arequipa,Comercial,Jabon,Aseo,4.5,Descuento,Nublado,5
T08611,S002,2023-08-05,8,Saturday,18:24,Cusco,Residencial,Agua 625ml,Bebidas,2.0,Ninguno,Soleado,1
T08612,S010,2023-12-10,12,Sunday,22:35,Arequipa,Residencial,Lays,Snacks,4.2,Descuento,Lluvioso,2
T08613,S003,2023-08-09,8,Wednesday,14:44,Trujillo,Mixta,Pilsen,Alcohol,6.0,2x1,Soleado,4
T08614,S005,2023-12-14,12,Thursday,12:55,Piura,Mixta,Jabon,Aseo,4.5,Ninguno,Lluvioso,1
T08615,S003,2023-06-28,6,Wednesday,11:02,Trujillo,Mixta,Inca Kola 500ml,Bebidas,3.2,Ninguno,Lluvioso,2
T08616,S009,2023-05-29,5,Monday,12:42,Lima,Mixta,Jabon,Aseo,4.5,Ninguno,Nublado,1
T08617,S001,2023-06-11,6,Sunday,14:16,Trujillo,Mixta,Jabon,Aseo,4.5,Ninguno,Nublado,3
T08618,S007,2023-11-29,11,Wednesday,08:48,Lima,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,3
T08619,S009,2023-03-04,3,Saturday,21:59,Huancayo,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,4
T08620,S007,2023-08-11,8,Friday,12:25,Trujillo,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Nublado,3
T08621,S004,2023-03-24,3,Friday,14:56,Trujillo,Comercial,Empanada,Comidas,6.5,Combo,Nublado,1
T08622,S006,2023-02-05,2,Sunday,09:29,Arequipa,Mixta,Hot Dog,Comidas,7.5,Ninguno,Lluvioso,2
T08623,S002,2023-08-23,8,Wednesday,09:43,Cusco,Residencial,Sandwich,Comidas,8.0,Combo,Nublado,2
T08624,S006,2023-11-26,11,Sunday,16:41,Piura,Comercial,Shampoo,Aseo,12.0,2x1,Soleado,6
T08625,S004,2023-02-06,2,Monday,13:04,Piura,Residencial,Hot Dog,Comidas,7.5,Combo,Lluvioso,1
T08626,S001,2023-12-25,12,Monday,19:51,Arequipa,Mixta,Jabon,Aseo,4.5,Ninguno,Soleado,3
T08627,S003,2023-02-25,2,Saturday,07:03,Cusco,Residencial,Hot Dog,Comidas,7.5,Combo,Nublado,1
T08628,S001,2023-02-06,2,Monday,20:56,Huancayo,Comercial,Cristal,Alcohol,5.5,Combo,Nublado,2
T08629,S003,2023-06-22,6,Thursday,16:18,Trujillo,Residencial,Coca Cola 500ml,Bebidas,3.5,Ninguno,Nublado,2
T08630,S007,2023-03-23,3,Thursday,09:07,Arequipa,Mixta,Lays,Snacks,4.2,Descuento,Nublado,3
T08631,S010,2023-09-26,9,Tuesday,14:50,Arequipa,Comercial,Lays,Snacks,4.2,Ninguno,Nublado,4
T08632,S004,2023-11-15,11,Wednesday,10:48,Piura,Comercial,Ibuprofeno,Farmacia,6.0,Combo,Nublado,2
T08633,S003,2023-04-25,4,Tuesday,15:23,Piura,Mixta,Jabon,Aseo,4.5,Descuento,Lluvioso,3
T08634,S008,2023-02-27,2,Monday,19:37,Arequipa,Comercial,Gatorade,Bebidas,4.0,Ninguno,Lluvioso,2
T08635,S008,2023-11-06,11,Monday,12:19,Cusco,Mixta,Jabon,Aseo,4.5,2x1,Soleado,2
T08636,S006,2023-06-18,6,Sunday,22:42,Huancayo,Residencial,Pilsen,Alcohol,6.0,Ninguno,Soleado,3
T08637,S007,2023-05-23,5,Tuesday,20:12,Piura,Residencial,Agua 625ml,Bebidas,2.0,Ninguno,Soleado,6
T08638,S010,2023-01-07,1,Saturday,20:09,Arequipa,Comercial,Ibuprofeno,Farmacia,6.0,2x1,Nublado,5
T08639,S008,2023-09-13,9,Wednesday,11:19,Cusco,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,3
T08640,S009,2023-06-10,6,Saturday,09:06,Trujillo,Residencial,Shampoo,Aseo,12.0,2x1,Lluvioso,5
T08641,S007,2023-07-23,7,Sunday,13:39,Lima,Residencial,Oreo,Snacks,3.8,Ninguno,Nublado,1
T08642,S010,2023-02-28,2,Tuesday,18:43,Huancayo,Comercial,Hot Dog,Comidas,7.5,2x1,Nublado,5
T08643,S006,2023-10-22,10,Sunday,15:59,Trujillo,Comercial,Paracetamol,Farmacia,5.0,2x1,Lluvioso,2
T08644,S008,2023-02-10,2,Friday,15:02,Cusco,Comercial,Shampoo,Aseo,12.0,Descuento,Soleado,3
T08645,S001,2023-02-22,2,Wednesday,11:58,Arequipa,Residencial,Shampoo,Aseo,12.0,Ninguno,Nublado,1
T08646,S008,2023-03-31,3,Friday,11:29,Piura,Mixta,Oreo,Snacks,3.8,Ninguno,Lluvioso,3
T08647,S005,2023-08-21,8,Monday,12:07,Arequipa,Mixta,Agua 625ml,Bebidas,2.0,Ninguno,Soleado,3
T08648,S005,2023-02-17,2,Friday,19:39,Trujillo,Mixta,Chocolate,Snacks,4.0,Ninguno,Soleado,6
T08649,S010,2023-06-26,6,Monday,12:10,Lima,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,2
T08650,S007,2023-05-16,5,Tuesday,22:03,Trujillo,Mixta,Hot Dog,Comidas,7.5,Ninguno,Nublado,4
